user_id,gender,age,zipcode,occupation
474,M,25,92126,technician/engineer
566,M,25,92122,technician/engineer
623,M,25,60555,technician/engineer
633,M,25,94131,technician/engineer
650,M,25,49445,technician/engineer
669,M,25,30307,technician/engineer
674,M,25,22042,technician/engineer
744,M,25,77007,technician/engineer
765,M,25,74467,technician/engineer
780,M,25,91776,technician/engineer
790,M,25,45694,technician/engineer
792,M,25,1002,technician/engineer
809,M,25,70508,technician/engineer
853,M,25,55447,technician/engineer
921,M,25,92084,technician/engineer
996,M,25,98102,technician/engineer
1099,M,25,77059,technician/engineer
1210,M,25,27519,technician/engineer
1245,M,25,80461,technician/engineer
1255,M,25,94110,technician/engineer
1260,M,25,28262,technician/engineer
1333,M,25,6460,technician/engineer
1389,M,25,19801,technician/engineer
1412,M,25,94089,technician/engineer
1471,M,25,11106,technician/engineer
1494,M,25,38104,technician/engineer
1496,M,25,94108,technician/engineer
1500,M,25,98115,technician/engineer
1520,M,25,94506,technician/engineer
1523,M,25,95209,technician/engineer
1612,M,25,11354,technician/engineer
1639,M,25,95405,technician/engineer
1656,M,25,94122,technician/engineer
1672,M,25,93933,technician/engineer
1714,M,25,43212,technician/engineer
1769,M,25,75240,technician/engineer
1771,M,25,75044,technician/engineer
1774,M,25,99003,technician/engineer
1913,M,25,95126,technician/engineer
1934,M,25,95014,technician/engineer
1987,M,25,62629,technician/engineer
2017,M,25,35808,technician/engineer
2194,M,25,45233,technician/engineer
2307,M,25,2140,technician/engineer
2387,M,25,32224,technician/engineer
2424,M,25,95035,technician/engineer
2523,M,25,49423,technician/engineer
2568,M,25,31311,technician/engineer
2598,M,25,20866,technician/engineer
2603,M,25,19126,technician/engineer
2648,M,25,27707,technician/engineer
2662,M,25,2021,technician/engineer
2688,M,25,54915,technician/engineer
2742,M,25,36092,technician/engineer
2768,M,25,90210,technician/engineer
2780,M,25,94133,technician/engineer
2812,M,25,60607,technician/engineer
2827,M,25,94063,technician/engineer
2832,M,25,20036,technician/engineer
2839,M,25,10003,technician/engineer
2876,M,25,2149,technician/engineer
2901,M,25,78749,technician/engineer
2922,M,25,52402,technician/engineer
2949,M,25,98033,technician/engineer
2964,M,25,7030,technician/engineer
3005,M,25,94133,technician/engineer
3022,M,25,78730,technician/engineer
3099,M,25,20910,technician/engineer
3107,M,25,92656,technician/engineer
3160,M,25,77521,technician/engineer
3176,M,25,95129,technician/engineer
3277,M,25,94107,technician/engineer
3281,M,25,79705,technician/engineer
3302,M,25,74074,technician/engineer
3309,M,25,20707,technician/engineer
3339,M,25,44118,technician/engineer
3377,M,25,3570,technician/engineer
3408,M,25,14830,technician/engineer
3414,M,25,75146,technician/engineer
3456,M,25,54401,technician/engineer
3493,M,25,61350,technician/engineer
3498,M,25,28052,technician/engineer
3543,M,25,60659,technician/engineer
3556,M,25,3038,technician/engineer
3597,M,25,55446,technician/engineer
3615,M,25,76028,technician/engineer
3626,M,25,75075,technician/engineer
3643,M,25,22302,technician/engineer
3654,M,25,94901,technician/engineer
3684,M,25,83713,technician/engineer
3712,M,25,60042,technician/engineer
3714,M,25,92111,technician/engineer
3726,M,25,92882,technician/engineer
3731,M,25,67443,technician/engineer
3732,M,25,60153,technician/engineer
3761,M,25,27613,technician/engineer
3815,M,25,53406,technician/engineer
3820,M,25,90804,technician/engineer
3824,M,25,32308,technician/engineer
3837,M,25,28804,technician/engineer
3855,M,25,20886,technician/engineer
3862,M,25,10025,technician/engineer
3870,M,25,95050,technician/engineer
3899,M,25,2135,technician/engineer
3905,M,25,361069,technician/engineer
4011,M,25,85210,technician/engineer
4071,M,25,33823,technician/engineer
4076,M,25,55344,technician/engineer
4091,M,25,55410,technician/engineer
4094,M,25,49017,technician/engineer
4126,M,25,53188,technician/engineer
4132,M,25,80112,technician/engineer
4210,M,25,85710,technician/engineer
4216,M,25,1752,technician/engineer
4254,M,25,38654,technician/engineer
4258,M,25,19711,technician/engineer
4290,M,25,98661,technician/engineer
4314,M,25,79925,technician/engineer
4362,M,25,85016,technician/engineer
4501,M,25,94118,technician/engineer
4589,M,25,2139,technician/engineer
4615,M,25,61615,technician/engineer
4656,M,25,94041,technician/engineer
4711,M,25,32250,technician/engineer
4713,M,25,90245,technician/engineer
4731,M,25,98033,technician/engineer
4775,M,25,23462,technician/engineer
4806,M,25,90031,technician/engineer
4825,M,25,94602,technician/engineer
4893,M,25,48092,technician/engineer
4959,M,25,23454,technician/engineer
4988,M,25,55105,technician/engineer
5002,M,25,90505,technician/engineer
5026,M,25,92584,technician/engineer
5088,M,25,38111,technician/engineer
5091,M,25,19810,technician/engineer
5134,M,25,95014,technician/engineer
5138,M,25,35205,technician/engineer
5162,M,25,94043,technician/engineer
5217,M,25,1060,technician/engineer
5275,M,25,60611,technician/engineer
5301,M,25,693,technician/engineer
5338,M,25,27609,technician/engineer
5376,M,25,94538,technician/engineer
5462,M,25,89103,technician/engineer
5487,M,25,95136,technician/engineer
5532,M,25,27408,technician/engineer
5543,M,25,97401,technician/engineer
5587,M,25,22041,technician/engineer
5648,M,25,48473,technician/engineer
5685,M,25,94117,technician/engineer
5789,M,25,91107,technician/engineer
5792,M,25,43201,technician/engineer
5817,M,25,33028,technician/engineer
5828,M,25,90048,technician/engineer
5865,M,25,95926,technician/engineer
5872,M,25,61265,technician/engineer
5965,M,25,77449,technician/engineer
6022,M,25,57006,technician/engineer
6030,M,25,32618,technician/engineer
8,M,25,11413,programmer
12,M,25,32793,programmer
43,M,25,60614,programmer
104,M,25,926,programmer
108,M,25,30316,programmer
195,M,25,10458,programmer
198,M,25,55108,programmer
207,M,25,94115,programmer
220,M,25,22903,programmer
252,M,25,94112,programmer
284,M,25,91910,programmer
299,M,25,97370,programmer
345,M,25,94114,programmer
425,M,25,55303,programmer
479,M,25,55042,programmer
488,M,25,55107,programmer
492,M,25,55112,programmer
508,M,25,55418,programmer
522,M,25,55124,programmer
533,M,25,27514,programmer
554,M,25,94086,programmer
575,M,25,92130,programmer
670,M,25,30303,programmer
680,M,25,37013,programmer
690,M,25,90717,programmer
696,M,25,94114,programmer
722,M,25,55106,programmer
723,M,25,98027,programmer
757,M,25,97401,programmer
767,M,25,45241,programmer
768,M,25,17067,programmer
810,M,25,98006,programmer
859,M,25,10128,programmer
971,M,25,43615,programmer
1149,M,25,98103,programmer
1155,M,25,90278,programmer
1165,M,25,45014,programmer
1193,M,25,90712,programmer
1217,M,25,94118,programmer
1231,M,25,60515,programmer
1367,M,25,53707,programmer
1427,M,25,21401,programmer
1484,M,25,7054,programmer
1492,M,25,98102,programmer
1503,M,25,92688,programmer
1544,M,25,63146,programmer
1567,M,25,6511,programmer
1597,M,25,10002,programmer
1601,M,25,83001,programmer
1617,M,25,44060,programmer
1651,M,25,94520,programmer
1662,M,25,94121,programmer
1679,M,25,98052,programmer
1693,M,25,98684,programmer
1694,M,25,98116,programmer
1840,M,25,11217,programmer
1843,M,25,10014,programmer
1852,M,25,10036,programmer
1876,M,25,92024,programmer
1886,M,25,94086,programmer
1898,M,25,91101,programmer
1940,M,25,95158,programmer
1950,M,25,49024,programmer
2054,M,25,3110,programmer
2154,M,25,68508,programmer
2158,M,25,60618,programmer
2180,M,25,27713-9225,programmer
2196,M,25,45140,programmer
2224,M,25,60025,programmer
2228,M,25,60025,programmer
2344,M,25,2139,programmer
2473,M,25,98105,programmer
2474,M,25,83815,programmer
2490,M,25,94703,programmer
2551,M,25,98133,programmer
2599,M,25,53154,programmer
2680,M,25,1864,programmer
2689,M,25,27511,programmer
2719,M,25,98100,programmer
2749,M,25,10025,programmer
2818,M,25,55106,programmer
2836,M,25,7974,programmer
2852,M,25,98037,programmer
2902,M,25,98007,programmer
2918,M,25,98112,programmer
2927,M,25,24060,programmer
2932,M,25,55346,programmer
2956,M,25,50265,programmer
3010,M,25,78759,programmer
3012,M,25,78660,programmer
3102,M,25,34170,programmer
3116,M,25,98034,programmer
3124,M,25,30337,programmer
3157,M,25,92880,programmer
3173,M,25,55317,programmer
3181,M,25,7436,programmer
3182,M,25,12866,programmer
3191,M,25,27707,programmer
3198,M,25,94110,programmer
3243,M,25,98117,programmer
3268,M,25,4106,programmer
3315,M,25,78731,programmer
3396,M,25,15217,programmer
3416,M,25,20850,programmer
3432,M,25,27410,programmer
3447,M,25,94131,programmer
3602,M,25,55443,programmer
3624,M,25,60068,programmer
3652,M,25,94608,programmer
3694,M,25,28227,programmer
3706,M,25,46725,programmer
3709,M,25,89502,programmer
3819,M,25,36115,programmer
3845,M,25,94065,programmer
3851,M,25,60657,programmer
3885,M,25,92728,programmer
3925,M,25,77042,programmer
3953,M,25,55117,programmer
4032,M,25,56301,programmer
4265,M,25,3060,programmer
4343,M,25,75007,programmer
4351,M,25,37919,programmer
4432,M,25,21045,programmer
4436,M,25,19067,programmer
4449,M,25,27513,programmer
4533,M,25,53045,programmer
4538,M,25,956456,programmer
4613,M,25,41042,programmer
4622,M,25,55433,programmer
4624,M,25,84062,programmer
4671,M,25,94043,programmer
4780,M,25,94114,programmer
4841,M,25,94114,programmer
4847,M,25,94131,programmer
4855,M,25,90034,programmer
4892,M,25,55405,programmer
4899,M,25,94402,programmer
4915,M,25,91423,programmer
4982,M,25,63043,programmer
5028,M,25,92404,programmer
5049,M,25,60613,programmer
5102,M,25,90240,programmer
5136,M,25,91106,programmer
5179,M,25,94110,programmer
5222,M,25,94501,programmer
5230,M,25,91104,programmer
5270,M,25,87571,programmer
5293,M,25,95030,programmer
5297,M,25,19067,programmer
5315,M,25,22903,programmer
5370,M,25,98074,programmer
5385,M,25,85226,programmer
5412,M,25,97330,programmer
5443,M,25,1915,programmer
5466,M,25,98033,programmer
5468,M,25,94618,programmer
5474,M,25,20009,programmer
5707,M,25,1060,programmer
5738,M,25,55406,programmer
5823,M,25,2144,programmer
5918,M,25,55105,programmer
5937,M,25,60622,programmer
6021,M,25,8876,programmer
6024,M,25,53705,programmer
48,M,25,92107,college/grad student
309,M,25,16801,college/grad student
390,M,25,55405,college/grad student
563,M,25,53703,college/grad student
570,M,25,33314,college/grad student
610,M,25,77025,college/grad student
649,M,25,80526,college/grad student
682,M,25,27510,college/grad student
683,M,25,27514,college/grad student
684,M,25,27510,college/grad student
685,M,25,27514,college/grad student
705,M,25,48065,college/grad student
783,M,25,53703,college/grad student
815,M,25,37130,college/grad student
876,M,25,43202,college/grad student
985,M,25,32608,college/grad student
1001,M,25,90210,college/grad student
1244,M,25,22030,college/grad student
1262,M,25,22903,college/grad student
1266,M,25,18104,college/grad student
1320,M,25,22030,college/grad student
1406,M,25,91911,college/grad student
1423,M,25,8540,college/grad student
1474,M,25,98115,college/grad student
1530,M,25,53711,college/grad student
1546,M,25,22903,college/grad student
1621,M,25,11423,college/grad student
1704,M,25,98926,college/grad student
1746,M,25,33157,college/grad student
1757,M,25,75206,college/grad student
1775,M,25,70115,college/grad student
1793,M,25,20008,college/grad student
1879,M,25,29732,college/grad student
1912,M,25,91325,college/grad student
2012,M,25,49456,college/grad student
2030,M,25,77345,college/grad student
2056,M,25,56301,college/grad student
2063,M,25,43138,college/grad student
2175,M,25,99217,college/grad student
2380,M,25,22903,college/grad student
2401,M,25,22901,college/grad student
2430,M,25,22902,college/grad student
2432,M,25,22903,college/grad student
2433,M,25,22903,college/grad student
2434,M,25,22901,college/grad student
2435,M,25,22903,college/grad student
2437,M,25,22923,college/grad student
2469,M,25,90048,college/grad student
2507,M,25,94107,college/grad student
2556,M,25,2430,college/grad student
2674,M,25,94110,college/grad student
2717,M,25,96826,college/grad student
2748,M,25,85719,college/grad student
2786,M,25,60201,college/grad student
2787,M,25,60614,college/grad student
2823,M,25,2452,college/grad student
2845,M,25,74074,college/grad student
2855,M,25,94102,college/grad student
2892,M,25,84064,college/grad student
2904,M,25,16802,college/grad student
2914,M,25,92614,college/grad student
2952,M,25,6511,college/grad student
2971,M,25,48104,college/grad student
2972,M,25,97330,college/grad student
2982,M,25,54902,college/grad student
2984,M,25,48105,college/grad student
2986,M,25,24060,college/grad student
3000,M,25,55408,college/grad student
3041,M,25,97333,college/grad student
3085,M,25,78703,college/grad student
3098,M,25,55112,college/grad student
3250,M,25,90069,college/grad student
3260,M,25,44514,college/grad student
3267,M,25,78705,college/grad student
3285,M,25,44706,college/grad student
3311,M,25,90039,college/grad student
3317,M,25,78705,college/grad student
3337,M,25,97214,college/grad student
3361,M,25,91790,college/grad student
3375,M,25,89193,college/grad student
3399,M,25,14623,college/grad student
3409,M,25,48127,college/grad student
3671,M,25,98102,college/grad student
3679,M,25,68108,college/grad student
3768,M,25,86314,college/grad student
3912,M,25,19104,college/grad student
3916,M,25,2134,college/grad student
3950,M,25,60056,college/grad student
3980,M,25,66762,college/grad student
3992,M,25,32653,college/grad student
4028,M,25,2140,college/grad student
4093,M,25,70806,college/grad student
4247,M,25,82601,college/grad student
4248,M,25,26508,college/grad student
4310,M,25,57006,college/grad student
4379,M,25,27278,college/grad student
4381,M,25,65804,college/grad student
4385,M,25,93940,college/grad student
4389,M,25,48072,college/grad student
4394,M,25,43402,college/grad student
4414,M,25,40504,college/grad student
4485,M,25,64112,college/grad student
4520,M,25,45810,college/grad student
4574,M,25,60614,college/grad student
4586,M,25,1604,college/grad student
4621,M,25,94305,college/grad student
4638,M,25,55417,college/grad student
4640,M,25,55417,college/grad student
4658,M,25,99163,college/grad student
4663,M,25,92037,college/grad student
4768,M,25,22030,college/grad student
4801,M,25,30349,college/grad student
4861,M,25,4309,college/grad student
4877,M,25,94703,college/grad student
4977,M,25,92507,college/grad student
5000,M,25,46254,college/grad student
5029,M,25,70115,college/grad student
5053,M,25,84111,college/grad student
5079,M,25,70003,college/grad student
5083,M,25,16803,college/grad student
5161,M,25,30052,college/grad student
5208,M,25,55455,college/grad student
5232,M,25,14607,college/grad student
5235,M,25,14607,college/grad student
5321,M,25,2457,college/grad student
5372,M,25,10549,college/grad student
5475,M,25,94110,college/grad student
5485,M,25,8544,college/grad student
5497,M,25,60201,college/grad student
5576,M,25,55369,college/grad student
5585,M,25,10016,college/grad student
5654,M,25,95616,college/grad student
5727,M,25,92843,college/grad student
5733,M,25,48109,college/grad student
5818,M,25,92821,college/grad student
5842,M,25,43201,college/grad student
5858,M,25,1002,college/grad student
